v6_id	gene_name	compartment	subcluster	cell_type	fincher_cluster	log2fc	pval
dd_Smed_v6_15555_0_1	pou4l-1	G0 Progenitor	neural11_0			6.35508117023059	5.10126380290324e-105
dd_Smed_v6_9893_0_1	coe	G0 Progenitor	neural11_0			4.47384278414573	7.5574063047413e-68
dd_Smed_v6_22331_0_1	dd22331	G0 Progenitor	neural11_0			3.01953360022475	4.68490928113903e-28
dd_Smed_v6_13215_0_1	soxB	G0 Progenitor	neural11_0			5.52899707513634	5.07231923696865e-25
dd_Smed_v6_14213_0_1	dd14213	G0 Progenitor	neural11_1	npp-4; glutamatergic; npp-22	cil 7	4.35552869613836	2.30879240657764e-33
dd_Smed_v6_15555_0_1	pou4l-1	G0 Progenitor	neural11_1	npp-4; glutamatergic; npp-22	cil 7	4.78099047287692	1.14166630939282e-29
dd_Smed_v6_8104_0_1	dd8104	G0 Progenitor	neural11_1	npp-4; glutamatergic; npp-22	cil 7	2.8585549434277	2.29648752789981e-29
dd_Smed_v6_12010_0_1	dd12010	G0 Progenitor	neural11_1	npp-4; glutamatergic; npp-22	cil 7	3.04561865505393	1.0088981222068e-28
dd_Smed_v6_9893_0_1	coe	G0 Progenitor	neural11_1	npp-4; glutamatergic; npp-22	cil 7	3.62273257071843	2.17283692802532e-24
dd_Smed_v6_4048_0_1	dd4048	G0 Progenitor	neural11_1	npp-4; glutamatergic; npp-22	cil 7	3.8260295583047	1.38779855017498e-18
dd_Smed_v6_10911_0_1	dd10911	G0 Progenitor	neural11_1	npp-4; glutamatergic; npp-22	cil 7	2.41551669077755	4.35680454719715e-13
dd_Smed_v6_22331_0_1	dd22331	G0 Progenitor	neural11_1	npp-4; glutamatergic; npp-22	cil 7	3.0536761422687	3.89143709363799e-07
dd_Smed_v6_22331_0_1	dd22331	G0 Progenitor	neural11_2	GFI1B	cil 9	5.09531177935233	2.1612757629982e-39
dd_Smed_v6_18207_0_1	dd18207	G0 Progenitor	neural11_2	GFI1B	cil 9	4.63779174693294	8.51120817100915e-37
dd_Smed_v6_9893_0_1	coe	G0 Progenitor	neural11_2	GFI1B	cil 9	4.52751316470337	6.77653801426562e-34
dd_Smed_v6_8104_0_1	dd8104	G0 Progenitor	neural11_2	GFI1B	cil 9	4.45855327741882	1.00568829774003e-32
dd_Smed_v6_17534_0_1	arh	G0 Progenitor	neural11_2	GFI1B	cil 9	2.76499884386938	5.27897103224491e-19
dd_Smed_v6_14824_0_1	dd14824	G0 Progenitor	neural11_2	GFI1B	cil 9	3.49828452838011	1.76651153199268e-11
dd_Smed_v6_9460_0_2	dd9460	G0 Progenitor	neural11_2	GFI1B	cil 9	2.72782297347081	7.5180664706618e-10
dd_Smed_v6_20755_0_1	dd20755	G0 Progenitor	neural11_2	GFI1B	cil 9	3.45919497909694	2.46524289687213e-07
dd_Smed_v6_17731_0_1	sim	G0 Progenitor	neural11_3	ChAT	cil 12	6.3853850571037	1.79552022907006e-98
dd_Smed_v6_58909_0_1	gata4/5/6-3	G0 Progenitor	neural11_3	ChAT	cil 12	4.69961366033671	1.73320596019575e-56
dd_Smed_v6_13215_0_1	soxB	G0 Progenitor	neural11_3	ChAT	cil 12	2.73439155867194	2.57254186012348e-17
dd_Smed_v6_6470_0_1	tbx2/3b	G0 Progenitor	neural11_3	ChAT	cil 12	3.69136373928502	3.30551499579412e-14
dd_Smed_v6_8104_0_1	dd8104	G0 Progenitor	neural11_3	ChAT	cil 12	2.51965734649319	2.01145560580838e-12
dd_Smed_v6_15144_0_1	lhx2/9	G0 Progenitor	neural11_3	ChAT	cil 12	3.75566586066035	2.93742280742429e-08
dd_Smed_v6_6778_0_1	dd6778	G0 Progenitor	neural11_3	ChAT	cil 12	3.18697152783018	7.58887550196175e-06
dd_Smed_v6_14824_0_1	dd14824	G0 Progenitor	neural11_3	ChAT	cil 12		
dd_Smed_v6_14213_0_1	dd14213	G0 Progenitor	neural11_4	glutamatergic; GFI1B	ncil 29	6.41448034850972	3.17162588450549e-91
dd_Smed_v6_15555_0_1	pou4l-1	G0 Progenitor	neural11_4	glutamatergic; GFI1B	ncil 29	4.8198083445708	2.42113060036896e-53
dd_Smed_v6_9893_0_1	coe	G0 Progenitor	neural11_4	glutamatergic; GFI1B	ncil 29	4.38813522005186	5.48675203735125e-16
dd_Smed_v6_10219_0_1	dd10219	G0 Progenitor	neural11_4	glutamatergic; GFI1B	ncil 29	2.79507319288764	2.65654312175972e-11
dd_Smed_v6_8104_0_1	dd8104	G0 Progenitor	neural11_4	glutamatergic; GFI1B	ncil 29	2.54560330684753	2.6785616821904e-09
dd_Smed_v6_14824_0_1	dd14824	G0 Progenitor	neural11_4	glutamatergic; GFI1B	ncil 29	3.19574068795963	1.05693577039468e-06
dd_Smed_v6_22331_0_1	dd22331	G0 Progenitor	neural11_4	glutamatergic; GFI1B	ncil 29		
dd_Smed_v6_14213_0_1	dd14213	G0 Progenitor	neural11_5	npp-4; glutamatergic	cil 7	4.00242397117363	4.18893222438525e-14
dd_Smed_v6_15555_0_1	pou4l-1	G0 Progenitor	neural11_5	npp-4; glutamatergic	cil 7	3.05999588430718	6.98993445397557e-14
dd_Smed_v6_8104_0_1	dd8104	G0 Progenitor	neural11_5	npp-4; glutamatergic	cil 7	3.3098694782001	3.92652683036392e-11
dd_Smed_v6_9893_0_1	coe	G0 Progenitor	neural11_5	npp-4; glutamatergic	cil 7	2.93080895364547	4.4307761275887e-11
dd_Smed_v6_10219_0_1	dd10219	G0 Progenitor	neural11_5	npp-4; glutamatergic	cil 7	3.83037588646817	4.20726372294349e-08
dd_Smed_v6_22331_0_1	dd22331	G0 Progenitor	neural11_6	GFI1B	cil 11	8.26178604370712	1.00833677321584e-61
dd_Smed_v6_9460_0_2	dd9460	G0 Progenitor	neural11_6	GFI1B	cil 11	3.56103215953448	6.74274845229388e-12
dd_Smed_v6_1399_0_1	dd1399	G0 Progenitor	neural11_6	GFI1B	cil 11	3.79463907126991	5.59628466506776e-10
dd_Smed_v6_6778_0_1	dd6778	G0 Progenitor	neural11_6	GFI1B	cil 11	3.84885430002304	1.3774939072043e-07
dd_Smed_v6_8104_0_1	dd8104	G0 Progenitor	neural11_6	GFI1B	cil 11	1.67448537204239	8.65342838678136e-05
dd_Smed_v6_12170_0_1	dd12170	G0 Progenitor	neural11_6	GFI1B	cil 11	4.32829291928541	0.00020927449237616
dd_Smed_v6_14824_0_1	dd14824	G0 Progenitor	neural11_6	GFI1B	cil 11		
dd_Smed_v6_45275_0_1	dd45275	G0 Progenitor	neural11_6	GFI1B	cil 11		
dd_Smed_v6_26877_0_1	dd26877	G0 Progenitor	neural11_7			4.99792088298865	1.66896169837751e-169
dd_Smed_v6_9893_0_1	coe	G0 Progenitor	neural11_7			3.55097652950453	5.28444100175389e-66
dd_Smed_v6_15555_0_1	pou4l-1	G0 Progenitor	neural11_7			2.84509144062224	4.0422957975729e-18
dd_Smed_v6_22331_0_1	dd22331	G0 Progenitor	neural11_7			1.90548833697515	3.0027156778333e-14
dd_Smed_v6_7227_0_1	dd7227	G0 Progenitor	neural11_7			1.76210023162605	2.58588159337784e-12
dd_Smed_v6_13704_0_1	ptf-4	G0 Progenitor	neural12_0	foxA	main neural 4	3.4186246823605	5.62092387258265e-49
dd_Smed_v6_11935_0_1	dd11935	G0 Progenitor	neural12_0	foxA	main neural 4	2.96452561079534	6.88793566194584e-18
dd_Smed_v6_10320_0_1	dd10320	G0 Progenitor	neural12_0	foxA	main neural 4	1.77122941216841	9.76108578341717e-15
dd_Smed_v6_11893_0_1	dd11893	G0 Progenitor	neural12_0	foxA	main neural 4	2.25899524116113	1.57892398052977e-07
dd_Smed_v6_13704_0_1	ptf-4	G0 Progenitor	neural12_1	foxA	main neural 4	5.5773222614468	1.06445463595427e-95
dd_Smed_v6_14362_0_1	dd14362	G0 Progenitor	neural12_1	foxA	main neural 4	4.75932760375976	2.00540258967472e-34
dd_Smed_v6_11935_0_1	dd11935	G0 Progenitor	neural12_1	foxA	main neural 4	2.44730183120226	8.48015876810201e-32
dd_Smed_v6_17476_0_1	dd17476	G0 Progenitor	neural12_1	foxA	main neural 4	3.56094294971614	1.22392988179151e-31
dd_Smed_v6_6470_0_1	tbx2/3b	G0 Progenitor	neural12_2		ncil 1, ncil 7, ncil 30	4.57664198656714	3.39382793183754e-89
dd_Smed_v6_10038_0_1	Zeb-1	G0 Progenitor	neural12_2		ncil 1, ncil 7, ncil 30	4.49038337875679	3.61638857171835e-69
dd_Smed_v6_20282_0_1	dd20282	G0 Progenitor	neural12_2		ncil 1, ncil 7, ncil 30	2.06472450124524	1.56651741256477e-17
dd_Smed_v6_11150_0_1	dd11150	G0 Progenitor	neural12_2		ncil 1, ncil 7, ncil 30	2.75805004549422	1.00817993647483e-08
dd_Smed_v6_13772_0_1	PROX-1	G0 Progenitor	neural12_2		ncil 1, ncil 7, ncil 30	2.19622790870362	1.31585144763871e-07
dd_Smed_v6_7033_0_1	dd7033	G0 Progenitor	neural12_2		ncil 1, ncil 7, ncil 30		
dd_Smed_v6_10038_0_1	Zeb-1	G0 Progenitor	neural12_3	foxA	ncil 14, ncil 24	3.82684613390737	8.92130865995326e-86
dd_Smed_v6_11150_0_1	dd11150	G0 Progenitor	neural12_3	foxA	ncil 14, ncil 24	5.98221450814312	2.2438280761244e-42
dd_Smed_v6_13772_0_1	PROX-1	G0 Progenitor	neural12_3	foxA	ncil 14, ncil 24	4.92979211198029	7.28479593503413e-34
dd_Smed_v6_7033_0_1	dd7033	G0 Progenitor	neural12_3	foxA	ncil 14, ncil 24	3.02471859295029	1.17389867333994e-22
dd_Smed_v6_10038_0_1	Zeb-1	G0 Progenitor	neural12_4	glutamatergic	ncil 2, ncil 8, ncil 17	4.12383158726541	5.14524063279882e-67
dd_Smed_v6_20282_0_1	dd20282	G0 Progenitor	neural12_4	glutamatergic	ncil 2, ncil 8, ncil 17	4.10832706606107	3.49455234153413e-50
dd_Smed_v6_13772_0_1	PROX-1	G0 Progenitor	neural12_4	glutamatergic	ncil 2, ncil 8, ncil 17	4.90109713127312	3.33789712839213e-36
dd_Smed_v6_11150_0_1	dd11150	G0 Progenitor	neural12_4	glutamatergic	ncil 2, ncil 8, ncil 17	1.68105843240455	1.17518783305727e-17
dd_Smed_v6_14115_0_1	dd14115	G0 Progenitor	neural12_4	glutamatergic	ncil 2, ncil 8, ncil 17	2.03026374790524	6.90805157605825e-16
dd_Smed_v6_6470_0_1	tbx2/3b	G0 Progenitor	neural12_5	1020HH-2	ncil 1, ncil 7, ncil 30	3.95058218118685	4.95961545666622e-46
dd_Smed_v6_10038_0_1	Zeb-1	G0 Progenitor	neural12_5	1020HH-2	ncil 1, ncil 7, ncil 30	2.57838576506748	1.0806840624443e-11
dd_Smed_v6_13772_0_1	PROX-1	G0 Progenitor	neural12_5	1020HH-2	ncil 1, ncil 7, ncil 30	1.93213193025226	1.82470995827557e-10
dd_Smed_v6_20282_0_1	dd20282	G0 Progenitor	neural12_5	1020HH-2	ncil 1, ncil 7, ncil 30	1.52898868207998	3.82802549133566e-09
dd_Smed_v6_7442_0_1	dd7442	G0 Progenitor	neural12_5	1020HH-2	ncil 1, ncil 7, ncil 30	1.96666018639496	3.18432059889751e-05
dd_Smed_v6_3565_0_1	runt-2	G0 Progenitor	neural12_5	1020HH-2	ncil 1, ncil 7, ncil 30		
dd_Smed_v6_13704_0_1	ptf-4	G0 Progenitor	neural12_6	foxA	main neural 4	5.1532109217407	1.6834226899451e-85
dd_Smed_v6_10320_0_1	dd10320	G0 Progenitor	neural12_6	foxA	main neural 4	5.0166652109551	2.83521981622988e-26
dd_Smed_v6_14362_0_1	dd14362	G0 Progenitor	neural12_6	foxA	main neural 4	2.41661894921908	4.78075368135872e-12
dd_Smed_v6_15473_0_1	dd15473	G0 Progenitor	neural12_6	foxA	main neural 4	3.72026212624456	3.94379325473614e-11
dd_Smed_v6_15555_0_1	pou4l-1	G0 Progenitor	neural12_6	foxA	main neural 4	1.8494951379099	9.39741536895147e-06
dd_Smed_v6_28888_0_1	dd28888	G0 Progenitor	neural12_7	npp-18; foxA	ncil 4, ncil 16, ncil 26, ncil 32, ncil 33	4.70815632248262	3.36128221676194e-42
dd_Smed_v6_10911_0_1	dd10911	G0 Progenitor	neural12_7	npp-18; foxA	ncil 4, ncil 16, ncil 26, ncil 32, ncil 33		
dd_Smed_v6_9287_0_1	dd9287	G0 Progenitor	neural12_7	npp-18; foxA	ncil 4, ncil 16, ncil 26, ncil 32, ncil 33		
dd_Smed_v6_13704_0_1	ptf-4	G0 Progenitor	neural12_7	npp-18; foxA	ncil 4, ncil 16, ncil 26, ncil 32, ncil 33		
dd_Smed_v6_9738_0_1	dd9738	G0 Progenitor	six1/2-1(17)_2	sexual somatic support cells		6.55998660795346	7.24893644008989e-08
dd_Smed_v6_58168_0_1	dd58168	G0 Progenitor	six1/2-1(17)_3	sexual somatic support cells		6.19334098864218	2.38418285838312e-57
dd_Smed_v6_5978_0_1	dd5978	G0 Progenitor	six1/2-1(17)_3	sexual somatic support cells		2.84338070662949	2.17547500193675e-28
dd_Smed_v6_46372_0_1	dd46372	G0 Progenitor	six1/2-1(17)_3	sexual somatic support cells		5.76887452360854	2.02139289870395e-22
dd_Smed_v6_9738_0_1	dd9738	G0 Progenitor	six1/2-1(17)_3	sexual somatic support cells		3.97989923316701	5.91007892699376e-06
dd_Smed_v6_209_0_1	dd209	G0 Progenitor	six1/2-1(17)_4	sexual somatic support cells		4.53655968240404	2.90895127296242e-17
dd_Smed_v6_1032_0_1	dd1032	G0 Progenitor	six1/2-1(17)_4	sexual somatic support cells		1.70715474761296	1.15136197058517e-05
dd_Smed_v6_38033_0_1	dd38033	G0 Progenitor	six1/2-1(17)_4	sexual somatic support cells			
dd_Smed_v6_2946_0_1	dd2946	G0 Progenitor	six1/2-1(17)_4	sexual somatic support cells			
dd_Smed_v6_209_0_1	dd209	G0 Progenitor	six1/2-1(17)_5	sexual somatic support cells		4.18208846404152	2.62659106718652e-22
dd_Smed_v6_5749_0_1	dd5749	G0 Progenitor	six1/2-1(17)_5	sexual somatic support cells		2.93857647310674	2.83800186671513e-13
dd_Smed_v6_9774_0_1	Six1/2-2	G0 Progenitor	six1/2-1(17)_5	sexual somatic support cells		2.23262067793627	7.69100866087693e-06
dd_Smed_v6_13772_0_1	PROX-1	G0 Progenitor	neural19_0	glutamatergic		5.79345666076452	3.4311420650613e-63
dd_Smed_v6_8820_0_1	islet1	G0 Progenitor	neural19_0	glutamatergic		3.96413199850027	3.87124788080603e-32
dd_Smed_v6_18952_0_1	scratch	G0 Progenitor	neural19_0	glutamatergic		2.17642906007562	0.000117618702562546
dd_Smed_v6_8104_0_1	dd8104	G0 Progenitor	neural19_0	glutamatergic			
dd_Smed_v6_12617_0_1	dd12617	G0 Progenitor	neural19_0	glutamatergic			
dd_Smed_v6_15473_0_1	dd15473	G0 Progenitor	neural19_0	glutamatergic			
dd_Smed_v6_13772_0_1	PROX-1	G0 Progenitor	neural19_1	trpA (no ap-2 though); glutamatergic	cil 0, cil 10, cil 17	4.95364366513623	9.40692185766341e-18
dd_Smed_v6_10911_0_1	dd10911	G0 Progenitor	neural19_1	trpA (no ap-2 though); glutamatergic	cil 0, cil 10, cil 17	3.95617671910888	3.05090778521281e-05
dd_Smed_v6_13772_0_1	PROX-1	G0 Progenitor	neural19_2		cil 0	1.8503706655915	3.59735418151237e-59
dd_Smed_v6_8104_0_1	dd8104	G0 Progenitor	neural19_2		cil 0	1.50998899590752	5.52760709980937e-36
dd_Smed_v6_18952_0_1	scratch	G0 Progenitor	neural19_2		cil 0	1.96889102963432	6.16565248073962e-32
dd_Smed_v6_9460_0_2	dd9460	G0 Progenitor	neural19_2		cil 0	1.53362848511311	2.06737495682828e-27
dd_Smed_v6_17498_0_1	dd17498	G0 Progenitor	neural1_0			4.29018971847703	0.0
dd_Smed_v6_18972_0_1	dd18972	G0 Progenitor	neural1_0			3.83795056011472	4.95832277807716e-148
dd_Smed_v6_11935_0_1	dd11935	G0 Progenitor	neural1_0			2.56802835138876	3.87598323319115e-70
dd_Smed_v6_13056_0_1	tcf1	G0 Progenitor	neural1_0			2.66133810778235	5.2248124926751e-68
dd_Smed_v6_19757_0_1	dd19757	G0 Progenitor	neural1_0			2.09248365283937	2.87494801264271e-67
dd_Smed_v6_17726_0_1	Pax6A	G0 Progenitor	neural1_0			2.24304210615239	3.10363155204222e-66
dd_Smed_v6_13056_0_1	tcf1	G0 Progenitor	neural1_1	glutamatergic	main neural 10	2.17609090872066	5.54827283326512e-06
dd_Smed_v6_8820_0_1	islet1	G0 Progenitor	neural1_1	glutamatergic	main neural 10	2.82462554666208	7.41475034988898e-05
dd_Smed_v6_17498_0_1	dd17498	G0 Progenitor	neural1_1	glutamatergic	main neural 10		
dd_Smed_v6_10320_0_1	dd10320	G0 Progenitor	neural1_1	glutamatergic	main neural 10		
dd_Smed_v6_19757_0_1	dd19757	G0 Progenitor	neural1_1	glutamatergic	main neural 10		
dd_Smed_v6_14753_0_1	ascl-2	G0 Progenitor	neural1_10	ChAT		5.31959493537316	0.0
dd_Smed_v6_17498_0_1	dd17498	G0 Progenitor	neural1_10	ChAT		3.34533869720926	8.08290230876191e-84
dd_Smed_v6_14315_0_1	dd14937	G0 Progenitor	neural1_10	ChAT		2.42909202638692	3.57842838416056e-71
dd_Smed_v6_10320_0_1	dd10320	G0 Progenitor	neural1_10	ChAT		2.19008532238846	2.62958817910768e-62
dd_Smed_v6_13704_0_1	ptf-4	G0 Progenitor	neural1_2	ChAT		2.1518112395487	5.41746186408577e-66
dd_Smed_v6_16472_0_1	dd16472	G0 Progenitor	neural1_2	ChAT		2.42936571819726	2.72194688669433e-63
dd_Smed_v6_16399_0_1	meis	G0 Progenitor	neural1_2	ChAT		2.24627461376257	1.82851902812185e-46
dd_Smed_v6_17498_0_1	dd17498	G0 Progenitor	neural1_2	ChAT		2.61348465710836	4.67824136153483e-31
dd_Smed_v6_15555_0_1	pou4l-1	G0 Progenitor	neural1_2	ChAT		1.69690157087575	1.01632858833927e-27
dd_Smed_v6_17534_0_1	arh	G0 Progenitor	neural1_2	ChAT		1.93736409419678	1.14588498423292e-27
dd_Smed_v6_8820_0_1	islet1	G0 Progenitor	neural1_2	ChAT		1.69690738965349	1.22943009900242e-27
dd_Smed_v6_18972_0_1	dd18972	G0 Progenitor	neural1_2	ChAT		2.24284782913677	4.60917487919672e-26
dd_Smed_v6_17498_0_1	dd17498	G0 Progenitor	neural1_3		ncil 13; main neural 10	6.50824803274164	0.0
dd_Smed_v6_10320_0_1	dd10320	G0 Progenitor	neural1_3		ncil 13; main neural 10	4.19163142341676	7.7379571059028e-266
dd_Smed_v6_13056_0_1	tcf1	G0 Progenitor	neural1_3		ncil 13; main neural 10	2.36883299033327	4.64299168187462e-71
dd_Smed_v6_16399_0_1	meis	G0 Progenitor	neural1_3		ncil 13; main neural 10	2.21518383976983	2.6889462802432e-18
dd_Smed_v6_9460_0_2	dd9460	G0 Progenitor	neural1_3		ncil 13; main neural 10	1.79503830630677	1.00737772570851e-10
dd_Smed_v6_19757_0_1	dd19757	G0 Progenitor	neural1_3		ncil 13; main neural 10		
dd_Smed_v6_34144_0_1	dd34144	G0 Progenitor	neural1_4		main neural 10	5.97315024540241	1.99949788517041e-140
dd_Smed_v6_13056_0_1	tcf1	G0 Progenitor	neural1_4		main neural 10	3.89219067499915	9.78412787566718e-121
dd_Smed_v6_17498_0_1	dd17498	G0 Progenitor	neural1_4		main neural 10	4.15661167928413	1.25928359244185e-98
dd_Smed_v6_19757_0_1	dd19757	G0 Progenitor	neural1_4		main neural 10	2.4310380600536	2.3212557554286e-47
dd_Smed_v6_38033_0_1	dd38033	G0 Progenitor	neural1_5	glutamatergic	main neural 10	6.56202124246368	1.00120238783026e-243
dd_Smed_v6_10320_0_1	dd10320	G0 Progenitor	neural1_5	glutamatergic	main neural 10	3.7842740724344	7.26436175082959e-56
dd_Smed_v6_13056_0_1	tcf1	G0 Progenitor	neural1_5	glutamatergic	main neural 10	2.59557640536752	1.64870976226531e-44
dd_Smed_v6_17498_0_1	dd17498	G0 Progenitor	neural1_5	glutamatergic	main neural 10	2.08621048966064	1.18934094892481e-30
dd_Smed_v6_8820_0_1	islet1	G0 Progenitor	neural1_5	glutamatergic	main neural 10	2.79322811577155	5.91107566952382e-28
dd_Smed_v6_34144_0_1	dd34144	G0 Progenitor	neural1_5	glutamatergic	main neural 10	2.13749629587704	1.01609289326083e-15
dd_Smed_v6_28804_0_1	dd28804	G0 Progenitor	neural1_6		ncil 3; main neural 10	5.82403348110488	7.99402803259111e-149
dd_Smed_v6_10320_0_1	dd10320	G0 Progenitor	neural1_6		ncil 3; main neural 10	4.26242621285764	1.51145002090507e-40
dd_Smed_v6_17498_0_1	dd17498	G0 Progenitor	neural1_6		ncil 3; main neural 10	3.01470262095795	6.03155565435971e-28
dd_Smed_v6_13056_0_1	tcf1	G0 Progenitor	neural1_6		ncil 3; main neural 10	4.0353508169546	3.8604391451275e-22
dd_Smed_v6_19757_0_1	dd19757	G0 Progenitor	neural1_6		ncil 3; main neural 10	2.11831668131368	1.49011572500646e-11
dd_Smed_v6_17731_0_1	sim	G0 Progenitor	neural1_7	ChAT; pax6A (CNS)	main neural 59	4.15540598366681	8.00073735205161e-96
dd_Smed_v6_15144_0_1	lhx2/9	G0 Progenitor	neural1_7	ChAT; pax6A (CNS)	main neural 59	3.41747809085092	2.47119559726068e-56
dd_Smed_v6_19286_0_1	dd19286	G0 Progenitor	neural1_7	ChAT; pax6A (CNS)	main neural 59	3.53214386375279	2.70388755833698e-38
dd_Smed_v6_13056_0_1	tcf1	G0 Progenitor	neural1_7	ChAT; pax6A (CNS)	main neural 59	2.11524294962504	2.28500039043445e-20
dd_Smed_v6_34144_0_1	dd34144	G0 Progenitor	neural1_7	ChAT; pax6A (CNS)	main neural 59	2.82638215261189	1.22897291730588e-14
dd_Smed_v6_17726_0_1	Pax6A	G0 Progenitor	neural1_7	ChAT; pax6A (CNS)	main neural 59	2.6231220507453	4.2034774087421e-09
dd_Smed_v6_13343_0_1	dd13343	G0 Progenitor	neural1_7	ChAT; pax6A (CNS)	main neural 59	1.92073817148163	0.000209505256753431
dd_Smed_v6_18972_0_1	dd18972	G0 Progenitor	neural1_7	ChAT; pax6A (CNS)	main neural 59		
dd_Smed_v6_13056_0_1	tcf1	G0 Progenitor	neural1_8		main neural 10	6.8990050424605	3.02439595346538e-199
dd_Smed_v6_17498_0_1	dd17498	G0 Progenitor	neural1_8		main neural 10	1.96084134125823	3.33090929817862e-17
dd_Smed_v6_17476_0_1	dd17476	G0 Progenitor	neural1_8		main neural 10	2.21618628204409	0.000450868521109687
dd_Smed_v6_19757_0_1	dd19757	G0 Progenitor	neural1_8		main neural 10	2.35735195750484	0.000629482596886356
dd_Smed_v6_13343_0_1	dd13343	G0 Progenitor	neural1_9			6.39519129318997	7.48727963428028e-86
dd_Smed_v6_13215_0_1	soxB	G0 Progenitor	neural1_9			5.7332425496997	3.1041209728543e-71
dd_Smed_v6_9774_0_1	Six1/2-2	G0 Progenitor	neural1_9			5.80042678847122	3.40738477427155e-60
dd_Smed_v6_17498_0_1	dd17498	G0 Progenitor	neural1_9			6.55041626900969	1.10250246427049e-55
dd_Smed_v6_18972_0_1	dd18972	G0 Progenitor	neural1_9			2.9823480823666	4.02599481941516e-16
dd_Smed_v6_17476_0_1	dd17476	G0 Progenitor	neural1_9			2.5564270443866	1.74481688688057e-10
dd_Smed_v6_29211_0_1	dd29211	G0 Progenitor	neural21_0	GFI1B		6.03542727086789	8.66927397793554e-60
dd_Smed_v6_22331_0_1	dd22331	G0 Progenitor	neural21_0	GFI1B		5.97654120805439	2.29255125112253e-47
dd_Smed_v6_35379_0_1	dd35379	G0 Progenitor	neural21_0	GFI1B		6.37652304831706	2.02735554186911e-32
dd_Smed_v6_15555_0_1	pou4l-1	G0 Progenitor	neural21_0	GFI1B		4.01497592774746	1.75045198006431e-20
dd_Smed_v6_9893_0_1	coe	G0 Progenitor	neural21_0	GFI1B		4.70532902876351	5.14140055047933e-19
dd_Smed_v6_12617_0_1	dd12617	G0 Progenitor	neural21_0	GFI1B		3.17158290538853	3.213764651723e-14
dd_Smed_v6_14824_0_1	dd14824	G0 Progenitor	neural21_0	GFI1B		3.69706215900835	0.000200800039229476
dd_Smed_v6_22331_0_1	dd22331	G0 Progenitor	neural21_1	GFI1B; wntA	ncil 12, ncil 25	5.76204200107219	1.4323518512035e-26
dd_Smed_v6_29211_0_1	dd29211	G0 Progenitor	neural21_1	GFI1B; wntA	ncil 12, ncil 25	5.10973679353348	3.58516247542681e-19
dd_Smed_v6_35379_0_1	dd35379	G0 Progenitor	neural21_1	GFI1B; wntA	ncil 12, ncil 25	5.72049115858051	6.30157076356545e-16
dd_Smed_v6_15555_0_1	pou4l-1	G0 Progenitor	neural21_1	GFI1B; wntA	ncil 12, ncil 25	4.30416432169702	1.18722676928241e-08
dd_Smed_v6_14824_0_1	dd14824	G0 Progenitor	neural21_1	GFI1B; wntA	ncil 12, ncil 25	3.1768122369613	1.21000407942718e-05
dd_Smed_v6_9893_0_1	coe	G0 Progenitor	neural21_1	GFI1B; wntA	ncil 12, ncil 25	3.47325940624957	4.85187550955564e-05
dd_Smed_v6_20755_0_1	dd20755	G0 Progenitor	neural21_1	GFI1B; wntA	ncil 12, ncil 25		
dd_Smed_v6_29211_0_1	dd29211	G0 Progenitor	neural21_2	GFI1B; wntA	ncil 25	7.02716317973543	1.69324865461932e-52
dd_Smed_v6_22331_0_1	dd22331	G0 Progenitor	neural21_2	GFI1B; wntA	ncil 25	3.10320525911631	2.29781259213233e-08
dd_Smed_v6_35379_0_1	dd35379	G0 Progenitor	neural21_2	GFI1B; wntA	ncil 25	3.64100231573497	5.51719500174539e-07
dd_Smed_v6_14824_0_1	dd14824	G0 Progenitor	neural21_2	GFI1B; wntA	ncil 25	5.28643216272245	1.84206302211134e-06
dd_Smed_v6_9893_0_1	coe	G0 Progenitor	neural21_2	GFI1B; wntA	ncil 25	3.1507778662472	3.41576966780912e-06
dd_Smed_v6_15555_0_1	pou4l-1	G0 Progenitor	neural21_2	GFI1B; wntA	ncil 25		
dd_Smed_v6_30562_0_1	dd30562	G0 Progenitor	neural23_0			7.506118670533	1.09697981556342e-61
dd_Smed_v6_13474_0_1	dd13474	G0 Progenitor	neural23_0			6.34815761864174	3.52207850171024e-23
dd_Smed_v6_8104_0_1	dd8104	G0 Progenitor	neural23_0			6.10598731681224	1.42062171114588e-12
dd_Smed_v6_18952_0_1	scratch	G0 Progenitor	neural23_0			3.17153975360284	1.87296345580478e-07
dd_Smed_v6_18719_0_1	dd18719	G0 Progenitor	neural23_0			3.49022590992785	0.000471709594540259
dd_Smed_v6_6778_0_1	dd6778	G0 Progenitor	neural23_0				
dd_Smed_v6_30562_0_1	dd30562	G0 Progenitor	neural23_1	glutamatergic		7.25738854348882	9.30374666976891e-40
dd_Smed_v6_18719_0_1	dd18719	G0 Progenitor	neural23_1	glutamatergic		5.14570494284667	3.67681088384249e-17
dd_Smed_v6_25769_0_1	dd25769	G0 Progenitor	neural23_1	glutamatergic		4.49319797827574	4.38196972854718e-15
dd_Smed_v6_11893_0_1	dd11893	G0 Progenitor	neural23_1	glutamatergic		4.3108576943907	2.49985590852922e-10
dd_Smed_v6_17534_0_1	arh	G0 Progenitor	neural23_1	glutamatergic		3.21996596983461	1.15108058940206e-07
dd_Smed_v6_30562_0_1	dd30562	G0 Progenitor	neural23_2		cil 21	7.2320990212094	5.570813026652e-37
dd_Smed_v6_18952_0_1	scratch	G0 Progenitor	neural23_2		cil 21	3.41503528248881	4.97885310902135e-07
