go_id,term,namespace,neural_go,tf_go,composite_bonus,n_of_97_neural_candidates,in_fig9_go_dotplot,in_fig_s1_map,in_fig_s2_top10_matrix,in_fig_s3_top15,in_fig_s4_neural_focus,is_obsolete
GO:0045899,positive regulation of RNA polymerase II transcription preinitiation complex assembly,biological_process,no,no,,1,no,no,no,no,no,no
GO:0045906,negative regulation of vasoconstriction,biological_process,no,no,,1,no,no,no,no,no,no
GO:0045931,positive regulation of mitotic cell cycle,biological_process,no,no,,1,no,no,no,no,no,no
GO:0046332,SMAD binding,molecular_function,no,no,,1,no,no,no,no,no,no
GO:0046621,negative regulation of organ growth,biological_process,no,no,,1,no,no,no,no,no,no
GO:0046632,alpha-beta T cell differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0046665,amnioserosa maintenance,biological_process,no,no,,1,no,no,no,no,no,no
GO:0046671,negative regulation of retinal cell programmed cell death,biological_process,no,no,,1,no,no,no,no,no,no
GO:0046827,positive regulation of protein export from nucleus,biological_process,no,no,,1,no,no,no,no,no,no
GO:0046843,dorsal appendage formation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048103,somatic stem cell division,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048370,lateral mesoderm formation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048384,retinoic acid receptor signaling pathway,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048505,regulation of timing of cell differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048513,animal organ development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048538,thymus development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048562,embryonic organ morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048565,digestive tract development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048589,developmental growth,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048608,reproductive structure development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048625,myoblast fate commitment,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048641,regulation of skeletal muscle tissue development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048660,regulation of smooth muscle cell proliferation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048671,negative regulation of collateral sprouting,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048672,positive regulation of collateral sprouting,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048705,skeletal system morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048706,embryonic skeletal system development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048713,regulation of oligodendrocyte differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048714,positive regulation of oligodendrocyte differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048729,tissue morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048730,epidermis morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048732,gland development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048733,sebaceous gland development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048735,haltere morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048745,smooth muscle tissue development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048762,mesenchymal cell differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048800,antennal morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0048859,formation of anatomical boundary,biological_process,no,no,,1,no,no,no,no,no,no
GO:0050679,positive regulation of epithelial cell proliferation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0050728,negative regulation of inflammatory response,biological_process,no,no,,1,no,no,no,no,no,no
GO:0050821,protein stabilization,biological_process,no,no,,1,no,no,no,no,no,no
GO:0050877,nervous system process,biological_process,no,no,,1,no,no,no,no,no,no
GO:0050880,blood vessel diameter maintenance,biological_process,no,no,,1,no,no,no,no,no,no
GO:0051090,obsolete regulation of DNA-binding transcription factor activity,biological_process,no,yes,go_tf +0.02,1,no,no,no,no,no,yes
GO:0051091,obsolete positive regulation of DNA-binding transcription factor activity,biological_process,no,yes,go_tf +0.02,1,no,no,no,no,no,yes
GO:0051098,regulation of binding,biological_process,no,no,,1,no,no,no,no,no,no
GO:0051154,negative regulation of striated muscle cell differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0051451,myoblast migration,biological_process,no,no,,1,no,no,no,no,no,no
GO:0051726,regulation of cell cycle,biological_process,no,no,,1,no,no,no,no,no,no
GO:0051781,positive regulation of cell division,biological_process,no,no,,1,no,no,no,no,no,no
GO:0051797,regulation of hair follicle development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0051879,Hsp90 protein binding,molecular_function,no,no,,1,no,no,no,no,no,no
GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,biological_process,no,no,,1,no,no,no,no,no,no
GO:0055008,cardiac muscle tissue morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060018,astrocyte fate commitment,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060045,positive regulation of cardiac muscle cell proliferation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060070,canonical Wnt signaling pathway,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060217,hemangioblast cell differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060218,hematopoietic stem cell differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060347,heart trabecula formation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060375,regulation of mast cell differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060379,cardiac muscle cell myoblast differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060384,innervation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060391,positive regulation of SMAD protein signal transduction,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060395,SMAD protein signal transduction,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060420,regulation of heart growth,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060536,cartilage morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060547,obsolete negative regulation of necrotic cell death,biological_process,no,no,,1,no,no,no,no,no,yes
GO:0060548,obsolete negative regulation of cell death,biological_process,no,no,,1,no,no,no,no,no,yes
GO:0060577,pulmonary vein morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060716,labyrinthine layer blood vessel development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060841,venous blood vessel development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060913,cardiac cell fate determination,biological_process,no,no,,1,no,no,no,no,no,no
GO:0060993,kidney morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0061009,common bile duct development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0061029,eyelid development in camera-type eye,biological_process,no,no,,1,no,no,no,no,no,no
GO:0061072,iris morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,biological_process,no,no,,1,no,no,no,no,no,no
GO:0061180,mammary gland epithelium development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0061312,obsolete BMP signaling pathway involved in heart development,biological_process,no,no,,1,no,no,no,no,no,yes
GO:0061321,garland nephrocyte differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0070016,armadillo repeat domain binding,molecular_function,no,no,,1,no,no,no,no,no,no
GO:0070105,positive regulation of interleukin-6-mediated signaling pathway,biological_process,no,no,,1,no,no,no,no,no,no
GO:0070172,positive regulation of tooth mineralization,biological_process,no,no,,1,no,no,no,no,no,no
GO:0070285,pigment cell development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0070306,lens fiber cell differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0070369,beta-catenin-TCF7L2 complex,cellular_component,no,no,,1,no,no,no,no,no,no
GO:0070410,co-SMAD binding,molecular_function,no,no,,1,no,no,no,no,no,no
GO:0070411,I-SMAD binding,molecular_function,no,no,,1,no,no,no,no,no,no
GO:0070742,C2H2 zinc finger domain binding,molecular_function,no,no,,1,no,no,no,no,no,no
GO:0070888,E-box binding,molecular_function,no,no,,1,no,no,no,no,no,no
GO:0071141,SMAD protein complex,cellular_component,no,no,,1,no,no,no,no,no,no
GO:0071281,cellular response to iron ion,biological_process,no,no,,1,no,no,no,no,no,no
GO:0071320,cellular response to cAMP,biological_process,no,no,,1,no,no,no,no,no,no
GO:0071353,cellular response to interleukin-4,biological_process,no,no,,1,no,no,no,no,no,no
GO:0071385,cellular response to glucocorticoid stimulus,biological_process,no,no,,1,no,no,no,no,no,no
GO:0071559,response to transforming growth factor beta,biological_process,no,no,,1,no,no,no,no,no,no
GO:0071599,otic vesicle development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0071657,positive regulation of granulocyte colony-stimulating factor production,biological_process,no,no,,1,no,no,no,no,no,no
GO:0071711,basement membrane organization,biological_process,no,no,,1,no,no,no,no,no,no
GO:0072075,metanephric mesenchyme development,biological_process,no,no,,1,no,no,no,no,no,no
GO:0072095,regulation of branch elongation involved in ureteric bud branching,biological_process,no,no,,1,no,no,no,no,no,no
GO:0072102,glomerulus morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0072107,positive regulation of ureteric bud formation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0072133,metanephric mesenchyme morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0072134,nephrogenic mesenchyme morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0072172,mesonephric tubule formation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0072193,ureter smooth muscle cell differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0072513,positive regulation of secondary heart field cardioblast proliferation,biological_process,no,no,,1,no,no,no,no,no,no
GO:0090074,obsolete negative regulation of protein homodimerization activity,biological_process,no,no,,1,no,no,no,no,no,yes
GO:0090150,establishment of protein localization to membrane,biological_process,no,no,,1,no,no,no,no,no,no
GO:0090190,positive regulation of branching involved in ureteric bud morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:0090191,negative regulation of branching involved in ureteric bud morphogenesis,biological_process,no,no,,1,no,no,no,no,no,no
GO:1901258,positive regulation of macrophage colony-stimulating factor production,biological_process,no,no,,1,no,no,no,no,no,no
GO:2000036,regulation of stem cell population maintenance,biological_process,no,no,,1,no,no,no,no,no,no
GO:2000378,negative regulation of reactive oxygen species metabolic process,biological_process,no,no,,1,no,no,no,no,no,no
GO:2000729,positive regulation of mesenchymal cell proliferation involved in ureter development,biological_process,no,no,,1,no,no,no,no,no,no
GO:2000980,regulation of inner ear receptor cell differentiation,biological_process,no,no,,1,no,no,no,no,no,no
GO:2000982,positive regulation of inner ear receptor cell differentiation,biological_process,no,no,,1,no,no,no,no,no,no
