draw,gene_id,gene_name,rank,in_top_10
70,dd_Smed_v6_10038_0_1,"Schmidtea mediterranea Zeb-1 mRNA, complete cds",72,False
70,dd_Smed_v6_6114_0_1,dd6114,59,False
70,dd_Smed_v6_17731_0_1,sim,56,False
70,dd_Smed_v6_17726_0_1,Pax6A,78,False
70,dd_Smed_v6_38033_0_1,dd38033,70,False
70,dd_Smed_v6_9893_0_1,coe,77,False
70,dd_Smed_v6_18719_0_1,dd18719,45,False
70,dd_Smed_v6_14362_0_1,dd14362,82,False
70,dd_Smed_v6_17534_0_1,arh,74,False
70,dd_Smed_v6_12617_0_1,dd12617,81,False
70,dd_Smed_v6_58909_0_1,gata4/5/6-3,87,False
70,dd_Smed_v6_13215_0_1,soxB,99,False
70,dd_Smed_v6_17498_0_1,dd17498,76,False
70,dd_Smed_v6_15473_0_1,dd15473,73,False
70,dd_Smed_v6_10219_0_1,dd10219,93,False
70,dd_Smed_v6_13772_0_1,PROX-1,92,False
70,dd_Smed_v6_20755_0_1,dd20755,63,False
70,dd_Smed_v6_11935_0_1,dd11935,79,False
70,dd_Smed_v6_18972_0_1,dd18972,83,False
70,dd_Smed_v6_6470_0_1,tbx2/3b,64,False
70,dd_Smed_v6_9460_0_2,dd9460,86,False
70,dd_Smed_v6_6778_0_1,dd6778,97,False
70,dd_Smed_v6_14315_0_1,dd14937,96,False
70,dd_Smed_v6_8820_0_1,islet1,98,False
70,dd_Smed_v6_16399_0_1,meis,88,False
70,dd_Smed_v6_19757_0_1,dd19757,94,False
70,dd_Smed_v6_18952_0_1,scratch,95,False
71,dd_Smed_v6_14115_0_1,dd14115,1,True
71,dd_Smed_v6_19890_0_1,dd19890,2,True
71,dd_Smed_v6_13343_0_1,dd13343,5,True
71,dd_Smed_v6_26877_0_1,dd26877,12,False
71,dd_Smed_v6_2946_0_1,dd2946,3,True
71,dd_Smed_v6_38342_0_1,dd38342,14,False
71,dd_Smed_v6_28804_0_1,dd28804,17,False
71,dd_Smed_v6_14712_0_1,dd14712,15,False
71,dd_Smed_v6_22331_0_1,dd22331,40,False
71,dd_Smed_v6_22163_0_1,dd22163,27,False
71,dd_Smed_v6_16472_0_1,dd16472,33,False
71,dd_Smed_v6_31784_0_1,dd31784,20,False
71,dd_Smed_v6_16955_0_1,dd16955,16,False
71,dd_Smed_v6_28888_0_1,dd28888,4,True
71,dd_Smed_v6_18207_0_1,dd18207,8,True
71,dd_Smed_v6_16007_0_1,dd16007,11,False
71,dd_Smed_v6_37930_0_1,dd37930,13,False
71,dd_Smed_v6_31217_0_1,dd31217,6,True
71,dd_Smed_v6_30562_0_1,dd30562,7,True
71,dd_Smed_v6_6626_0_1,dd6626,21,False
71,dd_Smed_v6_14824_0_1,dd14824,51,False
71,dd_Smed_v6_11930_0_1,dd11930,43,False
71,dd_Smed_v6_29211_0_1,dd29211,26,False
71,dd_Smed_v6_34144_0_1,dd34144,35,False
71,dd_Smed_v6_12170_0_1,dd12170,19,False
71,dd_Smed_v6_12722_0_1,dd12722,28,False
71,dd_Smed_v6_35379_0_1,dd35379,9,True
71,dd_Smed_v6_11150_0_1,dd11150,23,False
71,dd_Smed_v6_10320_0_1,dd10320,38,False
71,dd_Smed_v6_36829_0_1,dd36829,18,False
71,dd_Smed_v6_12010_0_1,dd12010,10,True
71,dd_Smed_v6_4048_0_1,dd4048,36,False
71,dd_Smed_v6_12317_0_1,dd12317,30,False
71,dd_Smed_v6_20282_0_1,dd20282,41,False
71,dd_Smed_v6_17324_0_1,dd17324,25,False
71,dd_Smed_v6_14213_0_1,dd14213,22,False
71,dd_Smed_v6_9774_0_1,Six1/2-2,58,False
71,dd_Smed_v6_18125_0_1,dd18125,24,False
71,dd_Smed_v6_13474_0_1,dd13474,31,False
71,dd_Smed_v6_9596_0_1,dd9596,42,False
71,dd_Smed_v6_15253_0_1,pitx,56,False
71,dd_Smed_v6_17476_0_1,dd17476,57,False
71,dd_Smed_v6_7227_0_1,dd7227,46,False
71,dd_Smed_v6_16646_0_1,dd16646,54,False
71,dd_Smed_v6_11893_0_1,dd11893,39,False
71,dd_Smed_v6_33456_0_1,dd33456,32,False
71,dd_Smed_v6_18422_0_1,dd18422,37,False
71,dd_Smed_v6_46523_0,dd46523,79,False
71,dd_Smed_v6_13704_0_1,ptf-4,48,False
71,dd_Smed_v6_33575_0_1,dd33575,52,False
71,dd_Smed_v6_16524_0_1,dd16524,29,False
71,dd_Smed_v6_9287_0_1,dd9287,47,False
71,dd_Smed_v6_14753_0_1,ascl-2,63,False
71,dd_Smed_v6_10911_0_1,dd10911,67,False
71,dd_Smed_v6_13898_0_1,nkx2-like,64,False
71,dd_Smed_v6_7033_0_1,dd7033,70,False
71,dd_Smed_v6_16466_0_1,dd16466,71,False
71,dd_Smed_v6_16124_0_1,runt-1,74,False
71,dd_Smed_v6_14633_0_1,otxA,90,False
71,dd_Smed_v6_37276_0_1,dd37276,77,False
71,dd_Smed_v6_52497_0_1,hmx-1,45,False
71,dd_Smed_v6_1399_0_1,dd1399,65,False
71,dd_Smed_v6_25769_0_1,dd25769,66,False
71,dd_Smed_v6_48430_0_1,ovo,62,False
71,dd_Smed_v6_19286_0_1,dd19286,50,False
71,dd_Smed_v6_15104_0_1,ap2,88,False
71,dd_Smed_v6_49988_0_1,dd49988,87,False
71,dd_Smed_v6_13056_0_1,tcf1,44,False
71,dd_Smed_v6_15555_0_1,pou4l-1,53,False
71,dd_Smed_v6_15144_0_1,lhx2/9,68,False
71,dd_Smed_v6_2442_0_1,dd2442,73,False
71,dd_Smed_v6_8104_0_1,soxB1-2 (not deposited),69,False
71,dd_Smed_v6_10038_0_1,"Schmidtea mediterranea Zeb-1 mRNA, complete cds",34,False
71,dd_Smed_v6_6114_0_1,dd6114,55,False
71,dd_Smed_v6_17731_0_1,sim,49,False
71,dd_Smed_v6_17726_0_1,Pax6A,61,False
71,dd_Smed_v6_38033_0_1,dd38033,97,False
71,dd_Smed_v6_9893_0_1,coe,72,False
71,dd_Smed_v6_18719_0_1,dd18719,76,False
71,dd_Smed_v6_14362_0_1,dd14362,59,False
71,dd_Smed_v6_17534_0_1,arh,93,False
71,dd_Smed_v6_12617_0_1,dd12617,96,False
71,dd_Smed_v6_58909_0_1,gata4/5/6-3,94,False
71,dd_Smed_v6_13215_0_1,soxB,86,False
71,dd_Smed_v6_17498_0_1,dd17498,80,False
71,dd_Smed_v6_15473_0_1,dd15473,82,False
71,dd_Smed_v6_10219_0_1,dd10219,84,False
71,dd_Smed_v6_13772_0_1,PROX-1,92,False
71,dd_Smed_v6_20755_0_1,dd20755,81,False
71,dd_Smed_v6_11935_0_1,dd11935,75,False
71,dd_Smed_v6_18972_0_1,dd18972,78,False
71,dd_Smed_v6_6470_0_1,tbx2/3b,89,False
71,dd_Smed_v6_9460_0_2,dd9460,60,False
71,dd_Smed_v6_6778_0_1,dd6778,95,False
71,dd_Smed_v6_14315_0_1,dd14937,83,False
71,dd_Smed_v6_8820_0_1,islet1,98,False
71,dd_Smed_v6_16399_0_1,meis,91,False
71,dd_Smed_v6_19757_0_1,dd19757,85,False
71,dd_Smed_v6_18952_0_1,scratch,99,False
72,dd_Smed_v6_14115_0_1,dd14115,1,True
72,dd_Smed_v6_19890_0_1,dd19890,2,True
72,dd_Smed_v6_13343_0_1,dd13343,3,True
72,dd_Smed_v6_26877_0_1,dd26877,4,True
72,dd_Smed_v6_2946_0_1,dd2946,5,True
72,dd_Smed_v6_38342_0_1,dd38342,8,True
72,dd_Smed_v6_28804_0_1,dd28804,7,True
72,dd_Smed_v6_14712_0_1,dd14712,25,False
72,dd_Smed_v6_22331_0_1,dd22331,13,False
72,dd_Smed_v6_22163_0_1,dd22163,18,False
72,dd_Smed_v6_16472_0_1,dd16472,10,True
72,dd_Smed_v6_31784_0_1,dd31784,26,False
72,dd_Smed_v6_16955_0_1,dd16955,29,False
72,dd_Smed_v6_28888_0_1,dd28888,23,False
72,dd_Smed_v6_18207_0_1,dd18207,11,False
72,dd_Smed_v6_16007_0_1,dd16007,14,False
72,dd_Smed_v6_37930_0_1,dd37930,41,False
72,dd_Smed_v6_31217_0_1,dd31217,17,False
72,dd_Smed_v6_30562_0_1,dd30562,6,True
72,dd_Smed_v6_6626_0_1,dd6626,28,False
72,dd_Smed_v6_14824_0_1,dd14824,12,False
72,dd_Smed_v6_11930_0_1,dd11930,22,False
72,dd_Smed_v6_29211_0_1,dd29211,32,False
72,dd_Smed_v6_34144_0_1,dd34144,49,False
72,dd_Smed_v6_12170_0_1,dd12170,21,False
72,dd_Smed_v6_12722_0_1,dd12722,43,False
72,dd_Smed_v6_35379_0_1,dd35379,15,False
72,dd_Smed_v6_11150_0_1,dd11150,44,False
72,dd_Smed_v6_10320_0_1,dd10320,16,False
72,dd_Smed_v6_36829_0_1,dd36829,33,False
72,dd_Smed_v6_12010_0_1,dd12010,9,True
72,dd_Smed_v6_4048_0_1,dd4048,54,False
72,dd_Smed_v6_12317_0_1,dd12317,38,False
72,dd_Smed_v6_20282_0_1,dd20282,34,False
72,dd_Smed_v6_17324_0_1,dd17324,36,False
72,dd_Smed_v6_14213_0_1,dd14213,30,False
72,dd_Smed_v6_9774_0_1,Six1/2-2,67,False
72,dd_Smed_v6_18125_0_1,dd18125,20,False
72,dd_Smed_v6_13474_0_1,dd13474,27,False
72,dd_Smed_v6_9596_0_1,dd9596,24,False
72,dd_Smed_v6_15253_0_1,pitx,39,False
72,dd_Smed_v6_17476_0_1,dd17476,53,False
72,dd_Smed_v6_7227_0_1,dd7227,51,False
72,dd_Smed_v6_16646_0_1,dd16646,47,False
72,dd_Smed_v6_11893_0_1,dd11893,37,False
72,dd_Smed_v6_33456_0_1,dd33456,40,False
72,dd_Smed_v6_18422_0_1,dd18422,19,False
72,dd_Smed_v6_46523_0,dd46523,35,False
72,dd_Smed_v6_13704_0_1,ptf-4,55,False
72,dd_Smed_v6_33575_0_1,dd33575,70,False
72,dd_Smed_v6_16524_0_1,dd16524,57,False
72,dd_Smed_v6_9287_0_1,dd9287,52,False
72,dd_Smed_v6_14753_0_1,ascl-2,48,False
72,dd_Smed_v6_10911_0_1,dd10911,45,False
72,dd_Smed_v6_13898_0_1,nkx2-like,76,False
72,dd_Smed_v6_7033_0_1,dd7033,31,False
72,dd_Smed_v6_16466_0_1,dd16466,85,False
72,dd_Smed_v6_16124_0_1,runt-1,79,False
72,dd_Smed_v6_14633_0_1,otxA,72,False
72,dd_Smed_v6_37276_0_1,dd37276,69,False
72,dd_Smed_v6_52497_0_1,hmx-1,58,False
72,dd_Smed_v6_1399_0_1,dd1399,50,False
72,dd_Smed_v6_25769_0_1,dd25769,42,False
72,dd_Smed_v6_48430_0_1,ovo,56,False
72,dd_Smed_v6_19286_0_1,dd19286,59,False
72,dd_Smed_v6_15104_0_1,ap2,60,False
72,dd_Smed_v6_49988_0_1,dd49988,62,False
72,dd_Smed_v6_13056_0_1,tcf1,46,False
72,dd_Smed_v6_15555_0_1,pou4l-1,75,False
72,dd_Smed_v6_15144_0_1,lhx2/9,61,False
72,dd_Smed_v6_2442_0_1,dd2442,65,False
72,dd_Smed_v6_8104_0_1,soxB1-2 (not deposited),98,False
72,dd_Smed_v6_10038_0_1,"Schmidtea mediterranea Zeb-1 mRNA, complete cds",86,False
72,dd_Smed_v6_6114_0_1,dd6114,71,False
72,dd_Smed_v6_17731_0_1,sim,78,False
72,dd_Smed_v6_17726_0_1,Pax6A,92,False
72,dd_Smed_v6_38033_0_1,dd38033,68,False
72,dd_Smed_v6_9893_0_1,coe,96,False
72,dd_Smed_v6_18719_0_1,dd18719,88,False
72,dd_Smed_v6_14362_0_1,dd14362,74,False
72,dd_Smed_v6_17534_0_1,arh,73,False
72,dd_Smed_v6_12617_0_1,dd12617,81,False
72,dd_Smed_v6_58909_0_1,gata4/5/6-3,94,False
72,dd_Smed_v6_13215_0_1,soxB,83,False
72,dd_Smed_v6_17498_0_1,dd17498,66,False
72,dd_Smed_v6_15473_0_1,dd15473,80,False
72,dd_Smed_v6_10219_0_1,dd10219,91,False
72,dd_Smed_v6_13772_0_1,PROX-1,93,False
72,dd_Smed_v6_20755_0_1,dd20755,89,False
72,dd_Smed_v6_11935_0_1,dd11935,64,False
72,dd_Smed_v6_18972_0_1,dd18972,84,False
72,dd_Smed_v6_6470_0_1,tbx2/3b,90,False
72,dd_Smed_v6_9460_0_2,dd9460,87,False
72,dd_Smed_v6_6778_0_1,dd6778,63,False
72,dd_Smed_v6_14315_0_1,dd14937,97,False
72,dd_Smed_v6_8820_0_1,islet1,77,False
72,dd_Smed_v6_16399_0_1,meis,82,False
72,dd_Smed_v6_19757_0_1,dd19757,95,False
72,dd_Smed_v6_18952_0_1,scratch,99,False
73,dd_Smed_v6_14115_0_1,dd14115,5,True
73,dd_Smed_v6_19890_0_1,dd19890,1,True
73,dd_Smed_v6_13343_0_1,dd13343,4,True
73,dd_Smed_v6_26877_0_1,dd26877,2,True
73,dd_Smed_v6_2946_0_1,dd2946,6,True
73,dd_Smed_v6_38342_0_1,dd38342,10,True
73,dd_Smed_v6_28804_0_1,dd28804,12,False
73,dd_Smed_v6_14712_0_1,dd14712,16,False
73,dd_Smed_v6_22331_0_1,dd22331,3,True
73,dd_Smed_v6_22163_0_1,dd22163,7,True
73,dd_Smed_v6_16472_0_1,dd16472,8,True
73,dd_Smed_v6_31784_0_1,dd31784,19,False
73,dd_Smed_v6_16955_0_1,dd16955,18,False
73,dd_Smed_v6_28888_0_1,dd28888,11,False
73,dd_Smed_v6_18207_0_1,dd18207,34,False
73,dd_Smed_v6_16007_0_1,dd16007,9,True
73,dd_Smed_v6_37930_0_1,dd37930,20,False
73,dd_Smed_v6_31217_0_1,dd31217,25,False
73,dd_Smed_v6_30562_0_1,dd30562,41,False
73,dd_Smed_v6_6626_0_1,dd6626,22,False
73,dd_Smed_v6_14824_0_1,dd14824,17,False
73,dd_Smed_v6_11930_0_1,dd11930,32,False
73,dd_Smed_v6_29211_0_1,dd29211,24,False
73,dd_Smed_v6_34144_0_1,dd34144,51,False
73,dd_Smed_v6_12170_0_1,dd12170,26,False
73,dd_Smed_v6_12722_0_1,dd12722,27,False
73,dd_Smed_v6_35379_0_1,dd35379,36,False
73,dd_Smed_v6_11150_0_1,dd11150,50,False
73,dd_Smed_v6_10320_0_1,dd10320,38,False
73,dd_Smed_v6_36829_0_1,dd36829,43,False
73,dd_Smed_v6_12010_0_1,dd12010,14,False
73,dd_Smed_v6_4048_0_1,dd4048,31,False
73,dd_Smed_v6_12317_0_1,dd12317,29,False
73,dd_Smed_v6_20282_0_1,dd20282,21,False
73,dd_Smed_v6_17324_0_1,dd17324,23,False
73,dd_Smed_v6_14213_0_1,dd14213,52,False
73,dd_Smed_v6_9774_0_1,Six1/2-2,13,False
73,dd_Smed_v6_18125_0_1,dd18125,30,False
73,dd_Smed_v6_13474_0_1,dd13474,59,False
73,dd_Smed_v6_9596_0_1,dd9596,40,False
73,dd_Smed_v6_15253_0_1,pitx,15,False
73,dd_Smed_v6_17476_0_1,dd17476,68,False
73,dd_Smed_v6_7227_0_1,dd7227,48,False
73,dd_Smed_v6_16646_0_1,dd16646,45,False
73,dd_Smed_v6_11893_0_1,dd11893,49,False
73,dd_Smed_v6_33456_0_1,dd33456,60,False
73,dd_Smed_v6_18422_0_1,dd18422,57,False
73,dd_Smed_v6_46523_0,dd46523,54,False
73,dd_Smed_v6_13704_0_1,ptf-4,28,False
73,dd_Smed_v6_33575_0_1,dd33575,33,False
73,dd_Smed_v6_16524_0_1,dd16524,65,False
73,dd_Smed_v6_9287_0_1,dd9287,46,False
73,dd_Smed_v6_14753_0_1,ascl-2,44,False
73,dd_Smed_v6_10911_0_1,dd10911,35,False
73,dd_Smed_v6_13898_0_1,nkx2-like,37,False
73,dd_Smed_v6_7033_0_1,dd7033,66,False
73,dd_Smed_v6_16466_0_1,dd16466,55,False
73,dd_Smed_v6_16124_0_1,runt-1,85,False
73,dd_Smed_v6_14633_0_1,otxA,47,False
73,dd_Smed_v6_37276_0_1,dd37276,39,False
73,dd_Smed_v6_52497_0_1,hmx-1,53,False
73,dd_Smed_v6_1399_0_1,dd1399,64,False
73,dd_Smed_v6_25769_0_1,dd25769,56,False
73,dd_Smed_v6_48430_0_1,ovo,70,False
73,dd_Smed_v6_19286_0_1,dd19286,78,False
73,dd_Smed_v6_15104_0_1,ap2,76,False
73,dd_Smed_v6_49988_0_1,dd49988,58,False
73,dd_Smed_v6_13056_0_1,tcf1,81,False
73,dd_Smed_v6_15555_0_1,pou4l-1,42,False
73,dd_Smed_v6_15144_0_1,lhx2/9,71,False
73,dd_Smed_v6_2442_0_1,dd2442,79,False
73,dd_Smed_v6_8104_0_1,soxB1-2 (not deposited),86,False
73,dd_Smed_v6_10038_0_1,"Schmidtea mediterranea Zeb-1 mRNA, complete cds",82,False
73,dd_Smed_v6_6114_0_1,dd6114,87,False
73,dd_Smed_v6_17731_0_1,sim,75,False
73,dd_Smed_v6_17726_0_1,Pax6A,67,False
73,dd_Smed_v6_38033_0_1,dd38033,74,False
73,dd_Smed_v6_9893_0_1,coe,61,False
73,dd_Smed_v6_18719_0_1,dd18719,80,False
73,dd_Smed_v6_14362_0_1,dd14362,62,False
73,dd_Smed_v6_17534_0_1,arh,94,False
73,dd_Smed_v6_12617_0_1,dd12617,63,False
73,dd_Smed_v6_58909_0_1,gata4/5/6-3,97,False
73,dd_Smed_v6_13215_0_1,soxB,77,False
73,dd_Smed_v6_17498_0_1,dd17498,69,False
73,dd_Smed_v6_15473_0_1,dd15473,91,False
73,dd_Smed_v6_10219_0_1,dd10219,96,False
73,dd_Smed_v6_13772_0_1,PROX-1,92,False
73,dd_Smed_v6_20755_0_1,dd20755,84,False
73,dd_Smed_v6_11935_0_1,dd11935,72,False
73,dd_Smed_v6_18972_0_1,dd18972,99,False
73,dd_Smed_v6_6470_0_1,tbx2/3b,89,False
73,dd_Smed_v6_9460_0_2,dd9460,90,False
73,dd_Smed_v6_6778_0_1,dd6778,98,False
73,dd_Smed_v6_14315_0_1,dd14937,83,False
73,dd_Smed_v6_8820_0_1,islet1,93,False
73,dd_Smed_v6_16399_0_1,meis,95,False
73,dd_Smed_v6_19757_0_1,dd19757,73,False
73,dd_Smed_v6_18952_0_1,scratch,88,False
74,dd_Smed_v6_14115_0_1,dd14115,1,True
74,dd_Smed_v6_19890_0_1,dd19890,3,True
74,dd_Smed_v6_13343_0_1,dd13343,2,True
74,dd_Smed_v6_26877_0_1,dd26877,5,True
74,dd_Smed_v6_2946_0_1,dd2946,12,False
74,dd_Smed_v6_38342_0_1,dd38342,6,True
74,dd_Smed_v6_28804_0_1,dd28804,14,False
74,dd_Smed_v6_14712_0_1,dd14712,41,False
74,dd_Smed_v6_22331_0_1,dd22331,8,True
74,dd_Smed_v6_22163_0_1,dd22163,9,True
74,dd_Smed_v6_16472_0_1,dd16472,35,False
74,dd_Smed_v6_31784_0_1,dd31784,4,True
74,dd_Smed_v6_16955_0_1,dd16955,7,True
74,dd_Smed_v6_28888_0_1,dd28888,24,False
74,dd_Smed_v6_18207_0_1,dd18207,18,False
74,dd_Smed_v6_16007_0_1,dd16007,19,False
74,dd_Smed_v6_37930_0_1,dd37930,10,True
74,dd_Smed_v6_31217_0_1,dd31217,27,False
74,dd_Smed_v6_30562_0_1,dd30562,21,False
74,dd_Smed_v6_6626_0_1,dd6626,46,False
74,dd_Smed_v6_14824_0_1,dd14824,34,False
74,dd_Smed_v6_11930_0_1,dd11930,17,False
74,dd_Smed_v6_29211_0_1,dd29211,16,False
74,dd_Smed_v6_34144_0_1,dd34144,43,False
74,dd_Smed_v6_12170_0_1,dd12170,39,False
74,dd_Smed_v6_12722_0_1,dd12722,26,False
74,dd_Smed_v6_35379_0_1,dd35379,31,False
74,dd_Smed_v6_11150_0_1,dd11150,11,False
74,dd_Smed_v6_10320_0_1,dd10320,22,False
74,dd_Smed_v6_36829_0_1,dd36829,36,False
74,dd_Smed_v6_12010_0_1,dd12010,15,False
74,dd_Smed_v6_4048_0_1,dd4048,37,False
74,dd_Smed_v6_12317_0_1,dd12317,40,False
74,dd_Smed_v6_20282_0_1,dd20282,13,False
74,dd_Smed_v6_17324_0_1,dd17324,62,False
74,dd_Smed_v6_14213_0_1,dd14213,29,False
74,dd_Smed_v6_9774_0_1,Six1/2-2,28,False
74,dd_Smed_v6_18125_0_1,dd18125,56,False
74,dd_Smed_v6_13474_0_1,dd13474,42,False
74,dd_Smed_v6_9596_0_1,dd9596,23,False
74,dd_Smed_v6_15253_0_1,pitx,52,False
74,dd_Smed_v6_17476_0_1,dd17476,49,False
74,dd_Smed_v6_7227_0_1,dd7227,58,False
74,dd_Smed_v6_16646_0_1,dd16646,30,False
74,dd_Smed_v6_11893_0_1,dd11893,73,False
74,dd_Smed_v6_33456_0_1,dd33456,20,False
74,dd_Smed_v6_18422_0_1,dd18422,32,False
74,dd_Smed_v6_46523_0,dd46523,45,False
74,dd_Smed_v6_13704_0_1,ptf-4,67,False
74,dd_Smed_v6_33575_0_1,dd33575,57,False
74,dd_Smed_v6_16524_0_1,dd16524,54,False
74,dd_Smed_v6_9287_0_1,dd9287,55,False
74,dd_Smed_v6_14753_0_1,ascl-2,53,False
74,dd_Smed_v6_10911_0_1,dd10911,38,False
74,dd_Smed_v6_13898_0_1,nkx2-like,63,False
74,dd_Smed_v6_7033_0_1,dd7033,60,False
74,dd_Smed_v6_16466_0_1,dd16466,70,False
74,dd_Smed_v6_16124_0_1,runt-1,44,False
74,dd_Smed_v6_14633_0_1,otxA,48,False
74,dd_Smed_v6_37276_0_1,dd37276,51,False
74,dd_Smed_v6_52497_0_1,hmx-1,25,False
74,dd_Smed_v6_1399_0_1,dd1399,83,False
74,dd_Smed_v6_25769_0_1,dd25769,81,False
74,dd_Smed_v6_48430_0_1,ovo,82,False
74,dd_Smed_v6_19286_0_1,dd19286,86,False
74,dd_Smed_v6_15104_0_1,ap2,69,False
74,dd_Smed_v6_49988_0_1,dd49988,47,False
74,dd_Smed_v6_13056_0_1,tcf1,79,False
74,dd_Smed_v6_15555_0_1,pou4l-1,84,False
74,dd_Smed_v6_15144_0_1,lhx2/9,85,False
74,dd_Smed_v6_2442_0_1,dd2442,33,False
74,dd_Smed_v6_8104_0_1,soxB1-2 (not deposited),59,False
74,dd_Smed_v6_10038_0_1,"Schmidtea mediterranea Zeb-1 mRNA, complete cds",64,False
74,dd_Smed_v6_6114_0_1,dd6114,65,False
74,dd_Smed_v6_17731_0_1,sim,77,False
74,dd_Smed_v6_17726_0_1,Pax6A,75,False
74,dd_Smed_v6_38033_0_1,dd38033,50,False
74,dd_Smed_v6_9893_0_1,coe,61,False
74,dd_Smed_v6_18719_0_1,dd18719,87,False
74,dd_Smed_v6_14362_0_1,dd14362,72,False
74,dd_Smed_v6_17534_0_1,arh,68,False
74,dd_Smed_v6_12617_0_1,dd12617,80,False
74,dd_Smed_v6_58909_0_1,gata4/5/6-3,76,False
74,dd_Smed_v6_13215_0_1,soxB,74,False
74,dd_Smed_v6_17498_0_1,dd17498,66,False
74,dd_Smed_v6_15473_0_1,dd15473,88,False
74,dd_Smed_v6_10219_0_1,dd10219,94,False
74,dd_Smed_v6_13772_0_1,PROX-1,93,False
74,dd_Smed_v6_20755_0_1,dd20755,90,False
74,dd_Smed_v6_11935_0_1,dd11935,97,False
74,dd_Smed_v6_18972_0_1,dd18972,95,False
74,dd_Smed_v6_6470_0_1,tbx2/3b,71,False
74,dd_Smed_v6_9460_0_2,dd9460,89,False
74,dd_Smed_v6_6778_0_1,dd6778,96,False
74,dd_Smed_v6_14315_0_1,dd14937,78,False
74,dd_Smed_v6_8820_0_1,islet1,92,False
74,dd_Smed_v6_16399_0_1,meis,91,False
74,dd_Smed_v6_19757_0_1,dd19757,98,False
74,dd_Smed_v6_18952_0_1,scratch,99,False
75,dd_Smed_v6_14115_0_1,dd14115,4,True
75,dd_Smed_v6_19890_0_1,dd19890,5,True
75,dd_Smed_v6_13343_0_1,dd13343,1,True
75,dd_Smed_v6_26877_0_1,dd26877,3,True
75,dd_Smed_v6_2946_0_1,dd2946,7,True
75,dd_Smed_v6_38342_0_1,dd38342,32,False
75,dd_Smed_v6_28804_0_1,dd28804,2,True
75,dd_Smed_v6_14712_0_1,dd14712,6,True
75,dd_Smed_v6_22331_0_1,dd22331,8,True
75,dd_Smed_v6_22163_0_1,dd22163,9,True
75,dd_Smed_v6_16472_0_1,dd16472,17,False
75,dd_Smed_v6_31784_0_1,dd31784,36,False
75,dd_Smed_v6_16955_0_1,dd16955,22,False
75,dd_Smed_v6_28888_0_1,dd28888,33,False
75,dd_Smed_v6_18207_0_1,dd18207,10,True
75,dd_Smed_v6_16007_0_1,dd16007,24,False
75,dd_Smed_v6_37930_0_1,dd37930,19,False
75,dd_Smed_v6_31217_0_1,dd31217,13,False
75,dd_Smed_v6_30562_0_1,dd30562,16,False
75,dd_Smed_v6_6626_0_1,dd6626,27,False
75,dd_Smed_v6_14824_0_1,dd14824,11,False
75,dd_Smed_v6_11930_0_1,dd11930,12,False
75,dd_Smed_v6_29211_0_1,dd29211,23,False
75,dd_Smed_v6_34144_0_1,dd34144,28,False
75,dd_Smed_v6_12170_0_1,dd12170,18,False
75,dd_Smed_v6_12722_0_1,dd12722,42,False
75,dd_Smed_v6_35379_0_1,dd35379,26,False
75,dd_Smed_v6_11150_0_1,dd11150,38,False
75,dd_Smed_v6_10320_0_1,dd10320,47,False
75,dd_Smed_v6_36829_0_1,dd36829,25,False
75,dd_Smed_v6_12010_0_1,dd12010,20,False
75,dd_Smed_v6_4048_0_1,dd4048,14,False
75,dd_Smed_v6_12317_0_1,dd12317,46,False
75,dd_Smed_v6_20282_0_1,dd20282,65,False
75,dd_Smed_v6_17324_0_1,dd17324,15,False
75,dd_Smed_v6_14213_0_1,dd14213,43,False
75,dd_Smed_v6_9774_0_1,Six1/2-2,21,False
75,dd_Smed_v6_18125_0_1,dd18125,39,False
75,dd_Smed_v6_13474_0_1,dd13474,50,False
75,dd_Smed_v6_9596_0_1,dd9596,64,False
75,dd_Smed_v6_15253_0_1,pitx,40,False
75,dd_Smed_v6_17476_0_1,dd17476,31,False
75,dd_Smed_v6_7227_0_1,dd7227,45,False
75,dd_Smed_v6_16646_0_1,dd16646,60,False
75,dd_Smed_v6_11893_0_1,dd11893,30,False
75,dd_Smed_v6_33456_0_1,dd33456,41,False
75,dd_Smed_v6_18422_0_1,dd18422,48,False
75,dd_Smed_v6_46523_0,dd46523,49,False
75,dd_Smed_v6_13704_0_1,ptf-4,51,False
75,dd_Smed_v6_33575_0_1,dd33575,35,False
75,dd_Smed_v6_16524_0_1,dd16524,29,False
75,dd_Smed_v6_9287_0_1,dd9287,66,False
75,dd_Smed_v6_14753_0_1,ascl-2,59,False
75,dd_Smed_v6_10911_0_1,dd10911,62,False
75,dd_Smed_v6_13898_0_1,nkx2-like,63,False
75,dd_Smed_v6_7033_0_1,dd7033,55,False
75,dd_Smed_v6_16466_0_1,dd16466,44,False
75,dd_Smed_v6_16124_0_1,runt-1,54,False
75,dd_Smed_v6_14633_0_1,otxA,53,False
75,dd_Smed_v6_37276_0_1,dd37276,34,False
75,dd_Smed_v6_52497_0_1,hmx-1,58,False
75,dd_Smed_v6_1399_0_1,dd1399,67,False
75,dd_Smed_v6_25769_0_1,dd25769,52,False
75,dd_Smed_v6_48430_0_1,ovo,81,False
75,dd_Smed_v6_19286_0_1,dd19286,56,False
75,dd_Smed_v6_15104_0_1,ap2,74,False
75,dd_Smed_v6_49988_0_1,dd49988,72,False
75,dd_Smed_v6_13056_0_1,tcf1,37,False
75,dd_Smed_v6_15555_0_1,pou4l-1,61,False
